Country Name,2000,2019
Ethiopia,197.4323051,602.6340693
Cambodia,431.20229,1268.971602
Myanmar,342.1412626,1608.486195
Lao PDR,672.8753883,1840.504353
Vietnam,765.1856509,2082.243694
Bhutan,1119.76412,3262.198968
Mongolia,1600.491501,4352.641591
Armenia,1403.031257,4732.069506
Georgia,1633.53909,4978.795251
Azerbaijan,1658.805293,5879.42661
China,1767.859627,8242.054643
